"date_utc","date_time_utc","PLENTY_price"
2023-04-09,"2023-04-09 00:00:09",0.0198252126946965
2023-04-09,"2023-04-09 00:10:05",0.0198252126946965
2023-04-09,"2023-04-09 00:20:04",0.0198252126946965
2023-04-09,"2023-04-09 00:30:04",0.0198252126946965
2023-04-09,"2023-04-09 00:40:04",0.0198252126946965
2023-04-09,"2023-04-09 00:50:04",0.0198252126946965
2023-04-09,"2023-04-09 01:00:08",0.0198252126946965
2023-04-09,"2023-04-09 01:10:04",0.0198252126946965
2023-04-09,"2023-04-09 01:20:04",0.0198252126946965
2023-04-09,"2023-04-09 01:30:05",0.0198252126946965
2023-04-09,"2023-04-09 01:40:04",0.0198252126946965
2023-04-09,"2023-04-09 01:50:04",0.0198252126946965
2023-04-09,"2023-04-09 02:00:06",0.0198252126946965
2023-04-09,"2023-04-09 02:10:05",0.0198252126946965
2023-04-09,"2023-04-09 02:20:04",0.0198252126946965
2023-04-09,"2023-04-09 02:30:05",0.0198252126946965
2023-04-09,"2023-04-09 02:40:04",0.0198252126946965
2023-04-09,"2023-04-09 02:50:04",0.0198252126946965
2023-04-09,"2023-04-09 03:00:06",0.0198252126946965
2023-04-09,"2023-04-09 03:10:05",0.0198252126946965
2023-04-09,"2023-04-09 03:20:04",0.0198252126946965
2023-04-09,"2023-04-09 03:30:04",0.0198252126946965
2023-04-09,"2023-04-09 03:40:04",0.0198252126946965
2023-04-09,"2023-04-09 03:50:04",0.0198252126946965
2023-04-09,"2023-04-09 04:00:07",0.0198252126946965
2023-04-09,"2023-04-09 04:10:04",0.0198252126946965
2023-04-09,"2023-04-09 04:20:05",0.0198252126946965
2023-04-09,"2023-04-09 04:30:05",0.0198252126946965
2023-04-09,"2023-04-09 04:40:04",0.0198252126946965
2023-04-09,"2023-04-09 04:50:04",0.0198252126946965
2023-04-09,"2023-04-09 05:00:07",0.0198252126946965
2023-04-09,"2023-04-09 05:10:04",0.0198252126946965
2023-04-09,"2023-04-09 05:20:04",0.0198252126946965
2023-04-09,"2023-04-09 05:30:04",0.0198252126946965
2023-04-09,"2023-04-09 05:40:04",0.0198252126946965
2023-04-09,"2023-04-09 05:50:04",0.0198252126946965
2023-04-09,"2023-04-09 06:00:07",0.0198252126946965
2023-04-09,"2023-04-09 06:10:04",0.0198252126946965
2023-04-09,"2023-04-09 06:20:04",0.0198252126946965
